student_id,name,email,password,mobile_number,role,worker_type,student_roll_number,student_email,created_at,updated_at,is_worker_free,number_of_grievances_allocated,assigned_grievances
b032c1e1-a780-4933-9655-f6c349f9d9c6,Ryan Kaul,ryankaul66@example.com,ryankaul66,9000000066,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
b4519379-9851-4be4-b5a5-e10ca70c996d,Misha Varghese,mishavarghese31@example.com,mishavarghese31,9000000031,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
bbd2a423-80de-4752-9b67-ea4cf1812746,Aniruddh Sathe,aniruddhsathe32@example.com,aniruddhsathe32,9000000032,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
bea049f9-052c-4dbf-9cec-9f4c08c420ea,Mehul Soni,mehulsoni55@example.com,mehulsoni55,9000000055,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
c0085236-fc12-4586-9487-9fd9586ccab7,Rahul Basu,rahulbasu2@example.com,rahulbasu2,9000000002,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
c0e61818-9fd9-4d52-8775-8bdf5fb7fc60,Prerak Raju,prerakraju29@example.com,prerakraju29,9000000029,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
cb8c82df-54e2-4672-9fc7-790acdadda74,Anaya Jhaveri,anayajhaveri43@example.com,anayajhaveri43,9000000043,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
cfba1979-9933-4a2d-8ed7-3f8e6c1b26bd,Tushar Chaudry,tusharchaudry67@example.com,tusharchaudry67,9000000067,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
d070a0ca-141a-4380-a7d9-795a6cb8099f,Neha Vora,nehavora6@example.com,nehavora6,9000000006,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
d1ac6df0-506b-4d2a-bf10-9e70f400a776,Aarush Savant,aarushsavant54@example.com,aarushsavant54,9000000054,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
d9d4eb7c-9829-4719-a78b-90733c402873,Jayesh Goda,jayeshgoda23@example.com,jayeshgoda23,9000000023,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
e15c7687-d802-4691-b136-ebe4ecd53b40,Taimur Agrawal,taimuragrawal21@example.com,taimuragrawal21,9000000021,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
e61ff723-9622-4546-b89a-952f89c56ed7,Amani Lalla,amanilalla36@example.com,amanilalla36,9000000036,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
f6127992-57dc-4e4b-a11b-d0ff4683c125,Rohan Talwar,rohantalwar1@example.com,rohantalwar1,9000000001,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
f85337bb-4223-4a29-a53f-6e3b3a6e77df,Riaan Salvi,riaansalvi40@example.com,riaansalvi40,9000000040,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
fbace09d-5345-4b2a-a115-cc74cc019f0a,Raghav Iyer,raghaviyer47@example.com,raghaviyer47,9000000047,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
fcaa9a39-30f0-4372-a86c-540351dded8a,Miraan Dutta,miraandutta19@example.com,miraandutta19,9000000019,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
fddb88f1-1677-4444-84d8-b57dbfba2364,Parinaaz Chander,parinaazchander52@example.com,parinaazchander52,9000000052,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
fe938ac8-abfe-40c4-8efb-28b54a877f8e,Ishaan Wason,ishaanwason5@example.com,ishaanwason5,9000000005,Student,,,,2025-06-19 14:02:59.927363,2025-06-19 14:02:59.927363,,0,
